ngrams,count
collateral collateral market value,1
consensus,1
recapitalization amount,1
recapitalization,1
republic identifikačné,1
republic identifikačné číslo,1
republic identifikačné číslo organizácie,1
collateral giver,1
recapitalisation amount adjustments,1
republic personal,1
republic personal identification,1
republic personal identification number,1
collateral further sub,1
collateral data 72 uncollateralised securities,1
collateral data 72 uncollateralised,1
repurchase agreements ifrs,1
repurchase agreements references,1
repurchase loan,1
recalculation pursuant,1
collateral comprehensive method fully,1
rebuttable presumption,1
collateral component identification,1
repurchase transactions subject,1
collateral collateralisation,1
collateral collateral unit,1
reputational costs,1
rebuttable,1
collateral collateral type,1
collateral collateral quantity,1
collateral collateral quality,1
request concerns assistance,1
conservation buffer 760 conservation buffer,1
collateral indication,1
republic 13 danish krone denmark,1
conservation buffer 760 conservation,1
consent requirement,1
repressive,1
repressive state,1
repressive state policy,1
receipts which were first,1
receipts which are subject,1
receipts the total number,1
receipts the total,1
reprimands,1
receipts only the price,1
receipts first,1
receipts a tick size,1
receipts a tick,1
receipt was first,1
republic 13 danish krone,1
receipt the competent authority,1
receipt the competent,1
receipt reference number,1
collateral lei,1
receipt reference,1
receipt first,1
receipt date,1
collateral jurisdiction,1
collateral instruments,1
receipt calculate,1
collateral indicator indication,1
receipt acknowledgement,1
republic 13 danish,1
code zone,1
code verification,1
restrictions 10 validity period,1
consolidated technical,1
clients n,1
clients information,1
clients have direct electronic access,1
clients have direct electronic,1
respective communication,1
readable format,1
consolidated supervision have a legitimate,1
respective communication session,1
clients have direct,1
clients contents,1
respective competent national,1
respective competent national authorities,1
consolidated t2 capital,1
rbns,1
respective counterparties,1
clients content,1
ratios ca3 4 c,1
respective event,1
respective exposure,1
respective exposure value,1
consolidated tape provider,1
clients are unavailable,1
rationale behind,1
respective granularity,1
respective instructions,1
clients are responsible,1
clients are properly,1
respective jurisdictions,1
respective levels,1
clients prior,1
clients records,1
clients such information,1
resource management,1
real 180 bulgarian lev 190 canadian,1
real 180 bulgarian lev,1
resolution pursuant,1
real 180 bulgarian,1
resolution scenario,1
close cooperation,1
close contracts,1
consolidated solvency ratio,1
resolvability assessment,1
resolvability assessment pursuant,1
clients whose orders,1
clients whose interests,1
readjustment,1
resource management processes,1
respective buckets accordingly,1
resource requirements,1
clients the services,1
respect minimum,1
respect minimum price,1
clients that best execution,1
clients that best,1
respective amounts,1
readily accessible,1
consolidated solvency ratio computation,1
respective areas,1
reader,1
respective assessments,1
respective buckets,1
clients are promptly,1
respective maturity buckets,1
consolidated solvency,1
rational,1
respective years the relevant indicator,1
clients a fee structure,1
respectively responsible,1
respectively responsible body,1
respectively responsible body monitors,1
ratio denominator loss,1
clients a fee,1
response mechanisms,1
responses,1
ratio denominator,1
responsibilities properly,1
ratio computation,1
responsible body,1
responsible body monitors,1
responsible clearing,1
consolidation information,1
responsible clearing member,1
responsible supervisory,1
ratio 060 6 surplus,1
ratio 040 4 surplus,1
responsible supervisory authority,1
client whose assets,1
ratio 020 2 surplus,1
restitution,1
restoration,1
client ultimately behind,1
client ultimately,1
consolidation scope,1
restrictions 10 validity,1
respective years the relevant,1
clients a fee structure whereby,1
ratio denominator loss absorption,1
respective risk weight,1
clients are fairly,1
respective national,1
respective national specificities,1
respective powers,1
respective price,1
respective procedures,1
respective providers,1
respective reporting level,1
clients are aware,1
consolidated technical provisions,1
clients appropriate trading,1
respective risk,1
ratio low risk,1
clients appropriate,1
consolidation has a participation,1
ratio low,1
respective tasks,1
ratio exposure value this cell,1
respective thresholds,1
respective trading,1
respective trading venues,1
consolidation all subsidiaries,1
consolidation all subsidiaries are fully,1
respective websites,1
consolidation all subsidiaries are fully consolidated,1
consolidation as well,1
consolidation fall,1
respective year,1
resolution powers,1
close legal,1
research coverage,1
clustering,1
code identification,1
reserves other reserves first,1
reserves other reserves first consolidation,1
reserves total amount,1
realistically,1
realistic representation,1
realistic prospect,1
code areas,1
resident,1
realistic measurement,1
realistic market scenarios,1
realistic market,1
residential building,1
consolidated basis pursuant,1
realistic assessment,1
consolidated basis template,1
consolidated group level,1
real time risk analysis,1
real time risk,1
consolidated group level downwards,1
real time its outstanding exposure,1
real time its outstanding,1
consolidated group own,1
coaf,1
cny,1
cnv,1
real time all algorithmic trading,1
cn 03 4 4 4 4 cw 04 5 5 5 5 dl,1
cn 03 4 4 4 4 cw,1
reserves first consolidation differences,1
realities,1
reserves first consolidation,1
reserve management service,1
research issuers,1
research services,1
research services as well,1
reasonable additional compensation,1
reasonable additional,1
reason why the transaction,1
reason schema,1
consistently detectable,1
code share,1
consolidated assets,1
reserve capacity,1
code reviews,1
code previously,1
code operators,1
reserves first,1
code lei code institution,1
code isin code,1
reserved characters,1
code isin,1
code internal,1
code institutions,1
code institution,1
code identifier,1
reserves different,1
consolidated at1 capital,1
reserves fair,1
reserves fair value,1
reserves fair value reserves,1
cn,1
closure,1
resolution plan,1
residential property 320 exposures,1
resolution authority reporting,1
resolution authority reporting resolution,1
real estate property 080 sme,1
consolidated institution,1
resolution authority responsible,1
resolution authority submission,1
resolution authority submission date,1
consolidated own funds the amount,1
real estate investment trust,1
closest credit,1
resolution board the european,1
resolution board the european commission,1
real estate investment,1
consolidated report,1
real estate collateral,1
closely related,1
resolution condition,1
real estate activities,1
real estate 170 exposures,1
consolidated reserves,1
resolution context,1
closely affected,1
closed pools the type,1
resolution decisions,1
resolution entity,1
resolution financing,1
resolution financing arrangements,1
close to overnight,1
close monitoring,1
closest credit quality,1
real estate property exposures,1
resolution authorities the board,1
real portfolio,1
residents,1
real time all algorithmic,1
residual claim,1
residual contractual,1
consolidated group own funds,1
residual contractual maturity,1
residual instances,1
residual life,1
real portfolios,1
residual maturity bucket,1
residual maturity residual,1
residual maturity residual maturity,1
closing rate,1
residual values,1
resolution authorities responsible,1
real investment,1
closing leg,1
closing date,1
resistance,1
resistant,1
real estate treatment,1
closest solvency ratios,1
resolution action that the resolution,1
resolution action that the resolution authority,1
consolidated group that are subject,1
closest solvency,1
resolution actions likely,1
closest credit quality steps,1
significant volumes,1
governance policy,1
business continuity event,1
alternative execution,1
ultimate liability,1
alternative information,1
alternative information barriers,1
alternative investment opportunities,1
uk hu ie,1
uk hu,1
uk 50 uk,1
alternative methods,1
alternative model,1
alternative model assumptions,1
alternative options,1
alternative options payment,1
ucits kid,1
alternative options payment service,1
alternative relevant,1
alternative execution venues,1
ultimate parent undertaking,1
alternative supervisory,1
alternative entities,1
alterations,1
alternate,1
alternate sites,1
alternates,1
alternative 910 deficit,1
unacceptable risks,1
unacceptable,1
unable to sufficiently,1
unable to separately,1
alternative breakdown,1
umsatzsteuer,1
umbrella group,1
ultimately behind,1
alternative dispute resolution entity,1
ultimate underlying bond,1
alternative relevant indicator,1
alternative supervisory formula,1
unambiguous manner which criteria,1
alternative valuation bases,1
alternatives available,1
type venue type location,1
type venue type,1
type venue,1
type transactions,1
always be easy,1
always be possible to unambiguously,1
type reference,1
type percentiles,1
type name,1
type location,1
type issuers,1
type issuance size sovereign,1
type issuance size,1
type issuance,1
types 100 other assets,1
types institutions,1
alternative supervisory formula approach,1
types memorandum,1
alternative technical,1
alternative valid,1
alternative valid models,1
uah,1
uae,1
typographical errors,1
typographical,1
typically very sophisticated,1
typically an exchange,1
alternative valuation,1
typical,1
types total positions,1
types total event types,1
types total event,1
types number,1
already subject,1
unambiguous references,1
type gross loss,1
unconditional exchange,1
uncommonly large order value,1
uncommonly large order size,1
allowances other adjustments,1
allowances sub,1
allowances sub type,1
allowances sub type emissions,1
allowances tons,1
uncollateralised sl flag,1
uncollateralised sl,1
alloys,1
alone institutions,1
unclear,1
alowances,1
uncertainty which have a significant impact,1
uncertainty which have a significant,1
allowances derivatives,1
allowances derivative sub type,1
uncertainty adjustment,1
allowances derivative sub,1
allotment,1
underlie,1
allowance derivative whose underlying,1
allowance derivatives 20 000 tons,1
allowance derivatives initially,1
uncritically,1
allowance derivatives tons,1
allowances 5 contract,1
allowances 5 contract type,1
allowances any emission,1
unconnected,1
unconditionally cancellable credit cards,1
allowances any emission allowance,1
allowances contract,1
allowances derivative,1
uncertainty ava,1
alphabetic characters,1
already have permission,1
alphanumeric character country,1
unauthorised group members,1
unauthorised group,1
unauthorised disclosure,1
unauthorised access,1
alphanumerical characters 2 letter,1
alphanumerical characters 2 letter country,1
already available,1
unattended payment terminal,1
unattended payment,1
unanticipated trading activities,1
unanticipated trading,1
unanticipated,1
unambiguously the particular asset class,1
unambiguously the particular asset,1
unambiguously the particular,1
alphanumeric character country subdivision,1
unauthorised payment,1
uncertainties instead,1
unauthorised payment transactions,1
alphabetic code,1
uncertain event that adversely,1
uncertain event,1
uncertain amount,1
alphabetical,1
unbudgeted staff,1
unbudgeted,1
unbiased selection process,1
unbiased selection,1
unbiased,1
alphabetical order,1
alphanumeric character,1
unauthorised trading activity,1
unauthorised trading,1
unauthorised positions,1
type gross loss gross,1
type gross,1
underlying data,1
amount 010 010 capital ias,1
treatment crm techniques that have an impact,1
treatment crm techniques,1
treatment crm,1
treatment as well,1
amount 010 020 030 040 010 total,1
amount 010 020 030 040 010 total unsettled,1
amount 010 020 030 040 010 total unsettled transactions,1
amount 010 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 010 total,1
amount 010 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 010 total exposures,1
amount 010 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 010 total exposures breakdown,1
treasury shares accounting directive,1
amount 010 1 cet1 capital,1
treasury financing activity commission,1
amount 010 1 cet1 capital ratio,1
amount 010 1 cet1 capital ratio 020 2 surplus,1
treatment pursuant,1
treatment set,1
treasury bureau,1
amount 010 010 capital bad art,1
amm templates,1
amm templates template,1
amm templates template number,1
trials,1
trial,1
amnd,1
trend analyses,1
amortisation 110 investor,1
tree,1
amortisation 170 investor,1
treats operational,1
amortisation ctp,1
amortization clauses,1
treatment the institution,1
amount 010 010 capital bad,1
amount 010 1 own,1
treasury bonds,1
trigger events,1
amount approach sts,1
transparent financial,1
transparent criteria,1
transparent complaints management policies,1
transparent complaints management,1
transparent complaints,1
amount approach sts securitisation,1
transparency waivers,1
transparency thresholds,1
transparency rules,1
amount assets that are exposures,1
amount carrying amount notional,1
transparency regime applicable,1
amount code,1
transparency purposes,1
amount currency currency,1
transparent financial market,1
amount approach,1
treasury bills,1
amount ama memorandum,1
amount 010 1 own funds,1
amount 010 1 total,1
trea,1
amount 010 1 total risk,1
amount 010 1 total risk exposure,1
transportation capacity,1
amount 020 present,1
amount 020 present value,1
transport fuels,1
transport fares,1
transport fare,1
amount adjustments,1
amount ama,1
transparent public consultations,1
transparent public,1
amm maturity ladder amm,1
amm maturity ladder,1
type event types,1
type 40 reference,1
type 22 maturity date,1
type 22 maturity,1
ama framework are properly,1
ama framework cover,1
ama institutions,1
ama insurance,1
ama insurance methodology,1
ama measurement,1
ama measurement system,1
ama model,1
ama output,1
ama permission actually,1
ty 23 23 wd 24 24 wh 25 25 ww,1
ty 23 23 wd 24 24 wh,1
ty 23 23 wd,1
type 22 maturity date date,1
type 40 reference obligation,1
txt,1
type approach,1
type event,1
always zero,1
ama approach,1
type emissions allowances,1
type emissions,1
ama calculation,1
ama calculation data,1
ama calculations,1
type e xe,1
ama capital relative,1
type counterparties,1
type classification classification,1
type classification,1
type bond type,1
type bond,1
ty,1
ama purposes are reliable,1
triggers institutions,1
ttca,1
amer,1
america 40 latin,1
america 40 latin america,1
america meet,1
america meet requirements,1
trustworthiness,1
trustees,1
trustee house,1
trustee,1
true level,1
american style,1
troubled exposure,1
amm maturity,1
tripolitania,1
trillion,1
amendments thereto,1
amendment flag rm,1
ama purposes are sound,1
tuesday noon,1
twelve,1
twd,1
ama regulatory,1
ama regulatory capital,1
ama regulatory capital requirements,1
turnover the total turnover,1
turnover the total,1
turnover specifically,1
ama supervisory,1
ama supervisory assessment,1
ama the relevant,1
turkish lira 370 hryvnia,1
ama the relevant data,1
turkey have public oversight,1
turkey have public,1
underlying activities,1
allocations 4 investment decision,1
total exposures 040 securitisations,1
unique transaction identifiers,1
aggregate value,1
unique reference,1
aggregate values,1
aggregate weekly,1
unique identifiers,1
unique identifier,1
aggregate weekly position,1
unique identification code,1
aggregated annual losses data,1
unique contractual relationship,1
unique contractual,1
aggregated annual losses distribution,1
aggregated basis,1
union whose transferable securities,1
union whose transferable,1
aggregate surplus,1
aggregate quantity,1
aggregated clients,1
aggregate positions pursuant,1
united kingdom 15 romanian,1
united kingdom 1 26 9 12 19 5 0 0 2 43 17 16 22 12 0 0 3 48 20 18 27 15 0 0 4 49 21 20 31 17 0 0 5 52 22 21 35 19 0 0 6 55 24 23 38 21 0 0 7 55 25 24 39 22 0 0 8 55 27 25 41 24 0 0 9 52 28 26 41 25 0 0 10 51 26 26 41 25 0 0 duration,1
united kingdom 1 25 9 12 19 5 0 0 2 42 17 16 22 12 0 0 3 48 20 18 26 15 0 0 4 49 21 20 31 17 0 0 5 52 22 21 34 19 0 0 6 54 24 23 38 21 0 0 7 55 25 24 39 22 0 0 8 55 27 25 40 24 0 0 9 52 28 25 41 25 0 0 10 51 26 26 41 25 0 0 duration,1
united kingdom 1 25 9 12 18 5 0 0 2 41 17 16 22 11 0 0 3 47 19 18 26 15 0 0 4 48 20 19 30 17 0 0 5 51 22 21 34 19 0 0 6 53 23 22 37 20 0 0 7 54 25 24 38 22 0 0 8 54 26 25 40 23 0 0 9 51 28 25 40 24 0 0 10 50 25 25 40 25 0 0 duration,1
aggregate loss,1
aggregate loss distributions,1
unit rm,1
aggregate position data pursuant,1
unit ltd sovereign rating,1
unit ltd sovereign,1
unit description corporate,1
unit description,1
unit code,1
unit business unit,1
unit business,1
union territory,1
union public bodies,1
aggregate level data,1
union economy,1
aggregated portfolio,1
union central banks,1
union central,1
union capital markets,1
union capital,1
aggregated publication,1
union aviation allowance,1
aggregated transaction flag,1
union an authority,1
aggregated transaction flag rm,1
aggregated transactions records,1
unintended signals,1
unintended manner,1
unintended impact,1
unintended consequences,1
aggregated level,1
union economy vulnerable,1
union public,1
union entities,1
union payment systems,1
union payment,1
union necessary,1
aggregated details have been previously,1
aggregated exit costs,1
union legal framework,1
union legal,1
union law available,1
aggregated initial costs,1
union institutions,1
union generally,1
union framework,1
union financial markets,1
union financial,1
union européenne,1
united kingdom 15 romanian leu,1
aggregate frequency,1
aggregation date,1
agency 3 credit,1
agency 3 credit rating 3 reporting,1
unlisted equity portfolios,1
unlisted equity portfolio has a sufficiently,1
agency ad global,1
unlisted equity investments,1
agency cross,1
unlisted equities,1
agency cross transaction,1
unlimited period,1
unlimited number,1
agency cross transaction flag,1
unlimited amount,1
agent applications,1
unleveraged alternative investment funds,1
unleveraged alternative investment,1
agency 3 credit rating,1
agency 3 010 012 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 010 nominal amount 020 present,1
unleveraged,1
unnecessary administrative burden,1
agency 1 credit rating 1 credit,1
agency 1 credit rating agency,1
agency 2 credit rating 2 credit,1
unpaired loan reconciliation status,1
unpaired loan reconciliation,1
unpaired loan,1
unpaired,1
agency 2 credit rating agency,1
agency 3 010 012 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 010 nominal,1
unpaid amounts,1
agency 3 010 012 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 010 nominal amount,1
unobservable inputs,1
unobservable,1
unnecessary duplication,1
unnecessary administrative burdens,1
unleveraged alternative,1
unknown underlying,1
united kingdom 25 romanian,1
united states 37 yen,1
united states 29 yen,1
agent passport notification,1
agent transactions,1
agent unique,1
agent unique code,1
united kingdom tax identification,1
united kingdom tax,1
agent unique code identifying,1
agenti,1
aggregate carrying amount,1
aggregate effect,1
united kingdom are a direct,1
united kingdom 30 romanian leu,1
united kingdom 30 romanian,1
united kingdom 25 romanian leu,1
united states 29 yen japan,1
united states 37 yen japan,1
agent deactivation,1
united states 42 yen,1
unjustified barriers,1
unjustified,1
agent details,1
agent lender unique,1
universal banking,1
agent lender unique code,1
units that are appropriate,1
agent passport applications,1
united states whose transferable securities,1
united states whose transferable,1
united states 50 yen japan,1
united states 50 yen,1
united states 44 yen japan,1
united states 44 yen,1
united states 42 yen japan,1
unintended consequence,1
aggregation date tr,1
underlying event,1
algorithmic trading systems which are appropriate,1
algorithmic trading technique definition,1
algorithms 5 execution,1
underwriting policies,1
algorithms 5 the identification,1
undertakings whose risk,1
undertakings transfer underwriting,1
undertakings transfer risk,1
algorithms 5 the identification code,1
undertakings to counterparty default,1
undertakings subject,1
algorithms 7 initial,1
undertakings own risk,1
algorithms 7 initial order,1
undertakings map,1
undertakings have the information,1
underwriting risk j,1
algorithmic trading systems effectively,1
algorithms are new,1
algorithmic trading independently,1
akaike information criterion,1
akin,1
undrawn liquidity line,1
undrawn liquidity,1
undrawn facilities,1
undrawn credit facility,1
alert,1
algorithm more intensively,1
undrawn committed liquidity line,1
algorithm stability,1
undiscounted proceeds,1
undiscounted,1
undetermined future business,1
undetermined future,1
undetermined,1
algorithms 7 initial order designation,1
algorithms are reliant,1
undue delay the payment services,1
alia australia,1
understanding however,1
understandable scope,1
understandable,1
understandability,1
undersecretariat,1
underpinned validity assertions,1
alleviation effects,1
alliances,1
allocation decisions,1
allocation mechanism own,1
allocation mechanism own funds,1
allocation policies,1
underlying shares,1
underlying methods,1
allocations 4 investment,1
aliases,1
alia argentina,1
algorithms responsible,1
undertaking has available,1
undertakings are able,1
algorithms systems,1
undertaking which was subject,1
undertaking union parent undertaking,1
undertaking union parent,1
undertaking union,1
undertaking transfers risks,1
algorithms that are investment,1
algorithms that are investment decision,1
undertaking that are both manufacturers,1
undertaking suitability,1
undertaking sets,1
algorithms that are investment decision algorithms,1
undertaking has insurance,1
undertaking has available an independent,1
undue delay the payment,1
undue prominence,1
aggregation type,1
agreement relevant,1
agreement that the trade repository,1
unhedged,1
unhampered competition,1
unhampered,1
unfunded credit protection unfunded,1
agreement type name,1
agreement type reference,1
agreement version,1
agreement version reference,1
agreements ifrs,1
agreements records,1
agreements references,1
agreements references national,1
unforeseeable circumstances,1
unforeseeable,1
agreement that the trade,1
agreement necessary,1
unfairly,1
agreement confidential,1
unilaterally,1
uniform way,1
uniform standards,1
uniform standard,1
aggregation type venue,1
aggregation type venue type,1
aggregrate,1
uniform reporting periods,1
uniform reporting,1
aggregrate positions,1
uniform mechanism,1
aggressive indicator,1
uniform functionality,1
ago,1
agre,1
unfavourable,1
unfair precedence,1
akaike information,1
unencumbered fair,1
unencumbered collateral,1
aid link,1
aif clients are unavailable,1
unencumbered assets template,1
unencumbered assets fair value,1
unencumbered assets fair,1
unencumbered assets available,1
aifs are correctly,1
aifs that are subject,1
unearned credit spread avas,1
unearned credit spread ava,1
air force,1
air marshal,1
unduly,1
akaike,1
aid amount,1
unencumbered fair value,1
unfair,1
ahlis sunna,1
unexpectedly unavailable,1
unexpectedly,1
unexpected termination,1
agricultural commodity future,1
agricultural commodity option,1
agricultural commodity options an agricultural,1
unexpected loss,1
unexpected events,1
agricultural commodity options calculation,1
agricultural commodity swap,1
agricultural commodity swaps calculation,1
ahlis,1
unexecuted client limit orders,1
unexecuted client limit,1
unexecuted client,1
amount derivatives,1
amount f,1
transparency has its legal basis,1
trade state,1
trade shares,1
trade repository users,1
trade repository to publicly,1
trade repository the details,1
trade repository strategy,1
trade repository has the necessary financial,1
trade repository has the necessary,1
trade repository function,1
trade repository data,1
trade repository costs,1
trade repository business,1
trade repository applicant,1
trade repositories the values,1
trade repositories the international securities,1
trade repositories the international,1
appeal body,1
appeal board,1
trade repositories are essential information,1
apparent justification,1
trading algorithms that are investment,1
trading algorithms systems,1
trading algorithms are new,1
apa ctp all kinds,1
apa ctp exchange,1
apa ctp first,1
apa ctp first report,1
trades immediately,1
apa ctp package,1
traders responsible,1
apa ctp package transactions,1
trade volume tests,1
apa publishing,1
apparent breaches,1
trade transparency obligations,1
trade repositories contracts,1
trade repositories are able,1
anticipated spikes,1
tradable quantity,1
appendix a 10 070 equity instruments ecb,1
tradable asset,1
appendix a 10 070 equity instruments ias,1
tradability,1
track record,1
traceable process,1
appendix a effective,1
appendix a effective date,1
appendix b the amendment,1
tr aggregation type venue,1
tr aggregation type,1
tr aggregation,1
applicable 090 own,1
applicable 090 own funds,1
applicable 090 own funds requirement,1
tradable assets eligible,1
trade a particular,1
appendix a 040 trading,1
trade a particular financial,1
trade public,1
appendix a 040 trading financial,1
appendix a 040 trading financial assets,1
trade often away,1
trade often,1
trade multiple swaps,1
trade multiple,1
trade meeting,1
trade level reporting,1
trade level,1
trade inception,1
trade financial instruments,1
trade financial,1
trade amount,1
trade a particular financial instrument,1
trading algorithms that are investment decision,1
trading assets portfolios,1
applicable accounting frameworks,1
another durable medium,1
trading portfolio 350 additional,1
another firm,1
trading platform outside,1
trading platform,1
trading phases the name,1
another instrument,1
another insurance,1
trading obligation as well,1
another investment client,1
trading limits,1
trading limit,1
another investment firm internal,1
trading interests,1
trading interest prior,1
another member state changes,1
trading portfolio 350 additional requirements,1
trading portfolio total,1
trading identifiers,1
trading portfolio total own,1
trading software,1
trading sessions,1
another credit,1
another credit rating,1
trading safeguards,1
another credit rating agency,1
trading room just outside,1
trading room,1
trading references national gaap,1
trading references national,1
trading purposes rather,1
trading purposes,1
another document,1
another durable,1
trading portfolios,1
trading infrastructures,1
another part,1
ante approval,1
another such customer,1
trading book the computation,1
another tangible,1
another tangible asset,1
trading book own funds,1
trading book own,1
trading book institutions,1
another transaction,1
trading book exposure c,1
another venue,1
trading book exactly,1
ansharut daulah,1
ansharut daulat,1
trading book 450 ctp,1
trading book 0010 0020 0030 0040 0050 0060 0070 0080 0090 0010 1 total,1
ante,1
trading book type,1
trading chain,1
another party,1
another such client,1
trading forms,1
trading form,1
another payment services,1
another payment services user,1
trading exposures,1
another prequalified,1
another prequalified balancing,1
trading desk,1
another prequalified balancing service,1
trading decisions,1
another related,1
another related financial,1
another related financial instrument,1
another stage,1
trading commission,1
applicable accounting framework either,1
tpac,1
transparency has its legal,1
applicable tick,1
applicable time,1
total link,1
total limited,1
applicable time buckets,1
applicable total,1
applicable total risk,1
applicable total risk weight,1
applicable transparency,1
applicable transparency regime,1
applicant are satisfied,1
applicant are subject,1
total levels,1
applicant are suitable,1
total itemswithout an incentive,1
total itemswithout,1
applicable tick size,1
applicable threshold,1
applicant has a parent,1
total loss recovery amounts,1
total open foreign,1
applicable risk weight,1
applicable scope,1
applicable size,1
total nominal value,1
applicable size specific,1
applicable templates,1
applicable the components,1
applicable the role,1
total national markets,1
total national,1
total minimum amount,1
total minimum,1
total management fees,1
total management,1
applicant firm,1
applicant has a parent undertaking,1
total open interest,1
total general credit,1
total funding valuation adjustment,1
total funding valuation,1
total funding total volume,1
total funding total,1
application set,1
total figure,1
total extinguishment,1
appointments,1
approach 0010 0020 0030 0040 0050 0060 0070 0080 0090 0100 0110 0120 0130 0140 0150 0160 0170 0180 0190 0200 0210 0220 0230 0240 0250 0260 0270 0010 1 total,1
total exposures breakdown,1
total exposures 100 securitisations,1
total exposures 090 securitisations 100 other ctp,1
total exposures 090 securitisations,1
total exposures 070 securitisations,1
total exposures 060 securitisations 070 other ctp,1
total general,1
total geographical,1
applicant has an agreement,1
total geographical breakdown,1
total institutions,1
total inflows this piece,1
total inflows securitisation positions,1
total inflows securitisation,1
total inflows cqs 1 cqs,1
applicant plans,1
applicant provider,1
applicant that are already,1
applicant trade repository has the necessary,1
applicant which are already,1
application accounting,1
application accounting framework,1
total gross loss amounts,1
total gross loss,1
application process,1
total open foreign exchange,1
total open position,1
tp gross,1
applicable conversion,1
applicable conversion rates,1
applicable currency,1
applicable currency conversion,1
total technical provisions,1
total technical flows,1
applicable currency conversion rates,1
applicable deferral,1
applicable deferral regime,1
applicable flag,1
applicable format,1
applicable institutions,1
applicable international,1
applicable international standards,1
total sanctions,1
applicable legal framework,1
total tier 1 capital tier,1
total trading book,1
applicable legal provisions,1
total trading book exposures,1
applicable accounting requirements,1
touch,1
applicable assessment,1
totalbusinesslines number,1
totalbusinesslines,1
applicable assessment criteria,1
applicable categories,1
applicable conditions,1
applicable confidentiality obligations,1
total undrawn amount,1
total undrawn,1
total turnover the total turnover,1
total turnover the total,1
applicable confidentiality provisions,1
total trading volume,1
total risk exposures,1
applicable legal rules,1
applicable risk,1
applicable percentage eligible,1
total outstanding,1
applicable percentage eligible amount,1
total outflows the sum,1
applicable percentage limit,1
applicable procedural,1
total outflows institutions,1
total outflows 010 020 030 040 050 060 070 080 090 010 total,1
total outflows 005 010 020 030 040 050 060 070 080 090 c,1
applicable procedural rules,1
total original exposures information,1
total original exposures basel,1
total original exposure the institution,1
applicable provision,1
applicable provisions,1
applicable reference fraud rates,1
total outstanding amount,1
applicable percentage 060 eligible amount,1
applicable level,1
total own funds 880 own,1
applicable limits,1
applicable liquidity,1
applicable liquidity band,1
applicable margin,1
total redemption,1
applicable margin period,1
applicable market,1
applicable market conditions,1
applicable measurement,1
total positions all positions,1
applicable measurement rules,1
total pecuniary amount,1
total pecuniary,1
applicable national gaap,1
applicable percentage 060 eligible,1
trading start,1
trading stem,1
trading strategies that the investment,1
transactions pursuant,1
transactions payment service,1
transactions payment,1
transactions own funds requirements,1
transactions own funds,1
transactions own,1
transactions objectively measurable,1
transactions objectively,1
transactions likely,1
amountannex v part,1
transactions hereby,1
amounts already,1
transactions costs,1
transactions concerned,1
transactions are identical,1
transactions already,1
transactions payment service providers,1
transactions record,1
transactions aggregate value,1
transactions record keeping,1
amount risk,1
transfer collateral arrangement,1
transfer collateral agreement,1
amount same definition,1
transcendence,1
transactions which have previously,1
transactions which are large,1
amount that best,1
transactions the total number,1
transactions the total,1
transactions that are large,1
amount unpaid,1
amount was higher,1
amount when the direct,1
amount when the direct counterparty,1
transactions all costs,1
transactions adjacent business days,1
transfer mechanisms 0210 retail,1
transaction reference,1
amounts total,1
amounts total tier,1
amounts total tier 1 capital,1
transaction number,1
transaction no later,1
amounts which a credit,1
amounts which a credit institution,1
transaction level,1
transaction identifiers,1
amx,1
transaction identification codes,1
transaction identification code operators,1
amx netherlands,1
analysis aim,1
analysis systems,1
transaction rather,1
transaction reference number,1
transactions adjacent business,1
amounts therein,1
transactions adjacent,1
transactions 050 derivatives,1
amounts are only memorandum,1
transaction was initially,1
transaction value,1
transaction type,1
transaction the details,1
transaction that has a larger impact,1
transaction that has a larger,1
transaction that are specific,1
transaction size,1
amounts gross,1
amounts that are equal,1
transaction results,1
transaction reporting obligations,1
transfer mechanisms 0110 tradingand,1
transfer mechanisms 0210 retail brokerage,1
trading strategies that the investment firm,1
amount leverage ratio,1
translation bad art,1
translation bad,1
translation arrangements,1
transitory,1
amount notional amount 010 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 010 total,1
amount notional amount fair,1
transitional provisions code,1
amount notional amount financial,1
amount number,1
amount originally,1
transitional legal regime,1
transitional legal,1
transitional filters,1
amount percentage,1
amount percentage qualitative,1
amount leverage ratio denominator,1
amount leverage,1
transitional arrangements c,1
transmission capacity,1
transparency has its basis,1
transparency flag name,1
transparency flag,1
transparency details financial,1
transparency details,1
amount has a positive,1
transparency an application,1
amount has a positive impact,1
amount ifrs,1
amount initially,1
transmission rights,1
transmission grid,1
transmission cross zonal capacities,1
transmission cross zonal,1
transmission cross,1
transitional arrangements institutions,1
amount percentage qualitative information,1
transfer mechanisms 0310 commercial,1
amount recapitalisation amount adjustments,1
amount references,1
amount references national,1
amount references national gaap,1
transfer method index,1
transfer method,1
